,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
24,"-97.7347,30.5108",Thu Jul 23 05:46:41 +0000 2020,madeintexas,,https://www.instagram.com/p/CC-KzNJDKLT/?igshid=n5jblcpwcgrs,0,1286175883309592576,,,,en,"Brushy Creek, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",|• I ❤️ My Texas Market Box 📍@mytexasmarket 📍 #madeintexas  I have been always an optimistic and I'm flourishing not matter what‼️Finding a purpose during the time of a global pandemic is IMPORTANT📌.Love the theme of… https://t.co/bMRv5jOFQW,https://twitter.com/Foxactress/status/1286175883309592576,Sun Mar 22 06:08:47 +0000 2009,Foxactress,False,📝Writer |🎭Actor |🇺🇸📍LA/AUSTIN yenisask@gmail.com,3879,4540,3372,43,Los Angeles/ Austin,Yenis Monterrey,Foxactress,4550,,https://amzn.to/2r1kPiy,False
32,"-95.3694,29.7602",Thu Jul 23 04:50:53 +0000 2020,waterpuddle rainpuddle reflection shadow dailywalk neighborhoodwalk itsbetteroutside flattenthecurve motherdaughtertime,,https://www.instagram.com/p/CC-MjFOJNvM/?igshid=1pq0e0e2ogjgw,0,1286161841882832896,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","After the rain. #waterpuddle #rainpuddle #reflection #shadow #dailywalk #neighborhoodwalk #itsbetteroutside #flattenthecurve #motherdaughtertime @ Houston, Texas https://t.co/ZNvnz5mqwF",https://twitter.com/LoveTheLibrary1/status/1286161841882832896,Sat Nov 01 18:28:31 +0000 2014,LoveTheLibrary1,False,"Literacy Advocate & Teacher-Librarian. Writer & (former) attorney. Love books, art, history, music, hiking. Passionate about sharing what I learn with children!",13504,1304,2476,142,Houston TX,Lisa Sandoz Robinson,LoveTheLibrary1,14909,,,False
46,"-97.5019,25.9049",Thu Jul 23 04:52:37 +0000 2020,,,https://www.instagram.com/p/CC-Mv9TnWF2/?igshid=a7aiminolgjr,0,1286162276031094784,,,,en,"Brownsville, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","The city of Brownsville announced they are currently in Red Level 4 in the Brownsville COVID-19 Threat Matrix.

Level 4 signifies a severe and uncontrolled level of COVID-19 in Brownsville.

According to the city,… https://t.co/eigykVB7t9",https://twitter.com/956News/status/1286162276031094784,Mon Jan 20 05:48:10 +0000 2020,956News,False,,0,1,2,0,,956 News,956News,44,,,False
202,"-96.73981,32.90747",Thu Jul 23 12:06:06 +0000 2020,,,https://www.instagram.com/p/CC--W93nAEA/?igshid=zvh4mxn8klp3,0,1286271367915147264,,,,en,"Dallas, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",It's been four months in relative captivity. Check out my musings on Covid-19 and weight gain. Hint: you're still a worthwhile and valuable person no matter what your body looks like! Link in bio or visit… https://t.co/gfzAKTSCuT,https://twitter.com/PositivelyfitLH/status/1286271367915147264,Tue Oct 21 16:00:28 +0000 2014,PositivelyfitLH,False,"Positively Fit Lake Highlands, Mallory Cislo, Dallas, TX. Small Group Training/TRX/Personal Training. Committed to building muscles & self esteem!",582,117,246,0,"Dallas, TX",Positively Fit LH,PositivelyfitLH,356,,http://www.positivelyfitlakehighlands.com,False
253,"-98.62473918,29.57596474",Thu Jul 23 12:32:44 +0000 2020,,,https://www.instagram.com/p/CC_BZ7jHjgd/?igshid=handlw6q3esh,0,1286278071511707648,,,,en,"San Antonio, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Guess where we’re going next week?! We’re kicking off our outdoor Pilates classes at @theblocksa !! Plenty of social distancing, and donations requested for one of their food truck neighbors💕 Catch aubreyjaklich this… https://t.co/ZSetbXNNi2",https://twitter.com/inBalanceSA/status/1286278071511707648,Thu Oct 03 19:23:11 +0000 2013,inBalanceSA,False,⭐️Pilates based fitness for every BODY ⭐️founded by Hope Pedraza,40,113,162,16,"San Antonio, TX",inBalance,inBalanceSA,800,,http://inbalancestudios.com,False
304,"-97.73549055,30.26585335",Thu Jul 23 14:21:33 +0000 2020,atx austin all512,,http://subscribe.all512.com http://dlvr.it/RcCqKd,0,1286305455887618048,,,,en,"Austin, TX",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","https://t.co/q1bIRBjDj8 This post has local news on the coronavirus pandemic from Thursday, July 23. If you have a news tip or question, email us at news@KUT.org . https://t.co/ot5bC6X4sN #atx #austin #all512",https://twitter.com/all512tv/status/1286305455887618048,Fri Jan 27 22:52:58 +0000 2017,all512tv,False,"Providing the ATX with the best local podcast & press coverage for local artist, brands, and events! Live From The ATX stayed tuned for releases.",615,493,27,1,"Austin, TX",Austin Live & Local,all512tv,5209,,http://www.all512.com,False
367,"-98.5,29.4167",Thu Jul 23 15:26:24 +0000 2020,,,https://www.instagram.com/p/CC_VSGJHb8d/?igshid=vhgmhinh1q6u,0,1286321776977485824,,,,en,"San Antonio, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","So tried to break myself (not really). Did an 8 mile walk with 35lbs and half of the walk with a hypoxia mask (NOT A COVID MASK), this morning. Training for the mountain hunt in September.  Need to find a mountain,… https://t.co/uf55SSdmWa",https://twitter.com/tommychase01/status/1286321776977485824,Wed Aug 27 02:18:33 +0000 2008,tommychase01,False,"Navy Chief (Ret), Combat Wounded (Iraq 2007), #teamnavy Athlete , filmmaker #fitness #podcast #usn.",9507,2544,3074,51,California & Texas,tommy.chase,tommychase01,15713,,http://www.facebook.com/profile.php?id=100000217668201,False
387,"-96.6397,33.1972",Thu Jul 23 17:13:53 +0000 2020,,,https://www.instagram.com/p/CC_hlMeFVn-/?igshid=ctb7j87m7mz5,0,1286348823636463616,,,,en,"McKinney, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Americans have literally done the worst protecting each other during this pandemic. I don’t know how to explain to others why they should care about the health of their community. It’s embarrassing &amp; maddening.

And… https://t.co/ZMJvJVsOLp",https://twitter.com/BellerAmanda/status/1286348823636463616,Tue Mar 05 12:43:20 +0000 2013,BellerAmanda,False,I will choose love. #GoodTrouble,33294,406,591,22,McKinney,Amanda Felps Beller,BellerAmanda,15580,,,False
402,"-98.23072413,26.19370976",Thu Jul 23 17:20:14 +0000 2020,,,https://www.instagram.com/p/CC_iTo9Br2L/?igshid=1d97akzi101it,0,1286350420051451904,,,,en,"McAllen, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","🌟 Steps to Stay Healthy &amp; Possibly Prevent Death from COVID-19 virus.  
❤️❤️❤️❤️
     1)  LOSE WEIGHT.  
If you are obese please attempt to lose some weight.  We can HELP YOU! 
*Obese people have a higher risk of… https://t.co/ZXJSQ5t5EH",https://twitter.com/OrganoVita/status/1286350420051451904,Mon Mar 15 22:24:32 +0000 2010,OrganoVita,False,Organo Vita - Diabetic Foods & Weight Loss Center. https://t.co/gz7Zt93m81,347,505,1004,1,"McAllen,Texas,United States",Organo Vita LLC,OrganoVita,3356,,http://www.Organo-Vita.com,False
426,"-96.7977,32.7774",Thu Jul 23 18:07:26 +0000 2020,,,https://www.instagram.com/p/CC_ntXMljVG/?igshid=1lm1ackql35vu,1,1286362298840305664,,,,en,"Dallas, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NOW CASTING “THE RESTAURANT PROJECT”!!
•
Whether you’re a chef, a former restaurant owner whose business was hit hard by COVID-19, or a foodie with an incredible concept, we want to help YOU turn your culinary… https://t.co/tywhYYnMkk",https://twitter.com/CastingDuo/status/1286362298840305664,Tue Jun 30 19:24:18 +0000 2009,CastingDuo,False,"KEEPING IT REAL | Casting Director for Encore!, Top Chef, Cutthroat Kitchen, The Biggest Loser, Hollywood Game Night + More!",700,7894,1421,162,"Hollywood, CA",Randy Bernstein,CastingDuo,3827,,http://www.castingduo.com,False
438,"-96.87240718,32.82417184",Thu Jul 23 18:32:23 +0000 2020,,,https://www.instagram.com/p/CC_qj5uD8lt/?igshid=1j8g8160l840p,0,1286368577063452672,,,,en,"Dallas, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Another Real Estate Happy Hour! Tonight!

Coming live to the computers and phones of Texas real estate agents!!

Let's talk COVID-19 safety, virtual safety, scams and frauds, safe work practices and how to be more… https://t.co/xxPgvoc4bE",https://twitter.com/TraceySafeTLady/status/1286368577063452672,Tue Jun 08 19:12:01 +0000 2010,TraceySafeTLady,False,"Safety & security expert. Live & work safely. Personal, real estate & home health safety. NAR contributing writer. TV media contributor.",2568,978,3034,11,Midwest,Tracey Hawkins,TraceySafeTLady,1777,,http://www.safetyandsecuritysource.com,False
440,"-97.03787546,32.89849574",Thu Jul 23 17:44:46 +0000 2020,,,https://www.instagram.com/p/CC_lHS8gfBV/?igshid=1i65jl1ypdy5m,0,1286356596650586112,,,,en,"Grapevine, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","2020 travel tips!✈️✨
A few weeks ago my boyfriend and I went to Florida to visit his family. Yes during corona. We took every precaution and luckily, didn’t get sick! Now we got lucky, I know it is very risky to… https://t.co/MspgMb8qIz",https://twitter.com/madiheartmakeup/status/1286356596650586112,Thu Oct 21 05:36:49 +0000 2010,madiheartmakeup,False,"the cute is on Instagram, my bullshit lives here",16526,448,213,11,Therapy,Madi Hearts🖤,madiheartmakeup,13084,,http://www.youtube.com/madihearts,False
451,"-96.47411,32.960387",Thu Jul 23 18:36:59 +0000 2020,,,https://www.instagram.com/p/CC_rF1Cjxw8/?igshid=ptr1hrtnnnlo,1,1286369735563780096,,,,en,"Rockwall, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Will you pray with me for Arkansas Senator Jason Rapert? He is in the hospital with pneumonia from COVID-19. He is an awesome Man of God and lawmaker. 🙏🏻 @ Shores North https://t.co/ejYPJb3cQF,https://twitter.com/revdlwatts/status/1286369735563780096,Tue Jul 07 23:16:44 +0000 2009,revdlwatts,False,"I was born at a young age. Husband to @angelamwatts, about to complete a DMin from @sbts",1595,880,886,7,"Waxahachie, Texas",Dave Watts,revdlwatts,7358,,http://www.facebook.com/revdavidlwatts,False
465,"-97.73549055,30.26585335",Thu Jul 23 19:02:33 +0000 2020,atx austin all512,,http://subscribe.all512.com http://dlvr.it/RcDjff,0,1286376169562992640,,,,en,"Austin, TX",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","https://t.co/q1bIRBjDj8 This post has local news on the coronavirus pandemic from Thursday, July 23. If you have a news tip or question, email us at news@KUT.org . https://t.co/1YGMdN3zdK #atx #austin #all512",https://twitter.com/all512tv/status/1286376169562992640,Fri Jan 27 22:52:58 +0000 2017,all512tv,False,"Providing the ATX with the best local podcast & press coverage for local artist, brands, and events! Live From The ATX stayed tuned for releases.",615,493,27,1,"Austin, TX",Austin Live & Local,all512tv,5209,,http://www.all512.com,False
471,"-97.7475,30.2677",Thu Jul 23 19:37:20 +0000 2020,,,https://www.instagram.com/p/CC_x_7LlTiD/?igshid=ut81zuw0bzpf,1,1286384925650821120,,,,en,"Austin, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I love working from home sometimes. @ Austin, Texas https://t.co/HxdxbHyXQO",https://twitter.com/futureXskeleton/status/1286384925650821120,Tue Nov 04 21:54:50 +0000 2008,futureXskeleton,False,(he/him) I live in Austin. I play in a D&D podcast: @adventureincpod. I like rock climbing. #COYS,2053,346,172,17,"Austin, TX",Mike Ellison,futureXskeleton,9758,,https://www.twitch.tv/futureXskeleton,False
515,"-95.4033222,29.8026689",Thu Jul 23 20:41:31 +0000 2020,shoplocal shopsmall shopsmallbusiness shophouston houston shopheights19th houstonshopping houstonboutique,,https://www.instagram.com/p/CC_5V3UpsUT/?igshid=1gj0wufjv7rtu,0,1286401078263779328,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Pandemic or not- these things will always be true. shopemersonrose has the best tees. 

#shoplocal #shopsmall #shopsmallbusiness #shophouston #houston #shopheights19th #houstonshopping #houstonboutique… https://t.co/UHw9bgKrYl",https://twitter.com/ShopHeights19th/status/1286401078263779328,Wed Nov 10 06:07:50 +0000 2010,ShopHeights19th,False,"Historic Heights 19th Street is filled with fabulous shops,restaurants and local businesses who thrive in a location with character just outside downtown.",43,5657,416,95,"Houston, TX",Heights 19th Street,ShopHeights19th,4202,,http://www.19thstreetheights.com,False
534,"-97.66692115,30.2023325",Thu Jul 23 20:44:03 +0000 2020,,,https://www.instagram.com/p/CC_5ocnh_Wj/?igshid=1ann09lgrq96q,0,1286401715961569280,,,,en,"Austin, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Peace out friends! ✌🏽*photo taken pre-mask* 

First travel experience in a long time and it’s definitely different. ✈️ We have really felt safe though while in the airport here with social distancing and mask… https://t.co/V5ZHlDRtAz",https://twitter.com/chaos_coffee_/status/1286401715961569280,Mon Oct 15 20:01:05 +0000 2018,chaos_coffee_,False,"Fashion, Beauty, & Lifestyle Blogger ♡
https://t.co/qi5LZPmoWq",59,27,72,0,"Houston, TX",Carrington Barfield,chaos_coffee_,525,,http://chaos-and-coffee.com,False
