,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
155,"-84.3889,33.7566",Thu Jul 23 11:31:57 +0000 2020,,,https://www.instagram.com/p/CC-6WRYF9MB/?igshid=ie662mtzjd5d,0,1286262773559832576,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Here is a solo acoustic performance of our song “Move On” from the Facedown EP (a new full band recording of this is coming soon) for our Coronavirus concert series we do every other week at home in Atlanta, GA on… https://t.co/L2sGDaPCdB",https://twitter.com/Pacificorock/status/1286262773559832576,Wed Mar 25 17:38:21 +0000 2009,Pacificorock,False,Pacifico is an Idea. A collection of musician from all over the world making good music. The outlet of singer-songwriter Matthew Schwartz.,237,685,1932,28,"Baton Rouge, LA",Pacifico,Pacificorock,5663,,http://www.pacificorock.com,False
191,"-84.3889,33.7566",Thu Jul 23 12:20:55 +0000 2020,,,https://www.instagram.com/p/CC-z8W7BzUQ/?igshid=1p3gly6pvqaye,1,1286275098547310592,,,,en,"Atlanta, GA",False,2,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","A lot of small businesses are giving up and shutting down as the COVID-19 pandemic continues. 
Many of those businesses, such as Camicakes on Peachtree Road in Buckhead, could not afford rent and are now getting… https://t.co/oFLXsl1HoS",https://twitter.com/streetz945atl/status/1286275098547310592,Fri Jun 22 17:03:57 +0000 2012,streetz945atl,False,The OFFICIAL TWITTER for Streetz 94.5 Atlanta | Atlanta's Number 1 Station in the STREETZ |#streetz945atl #streetz945 IG @streetz945atl,416,38929,1215,177,"Atlanta, GA",Streetz 94.5 ATL,streetz945atl,118215,,http://www.streetz945atl.com,False
237,"-84.40710068,33.72091302",Thu Jul 23 12:34:32 +0000 2020,,,https://www.instagram.com/p/CC_Bkh-hlTi/?igshid=1o1fk845cplu2,0,1286278521854164992,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","The COVID-19 Pandemic got you frustrated?
Are not feeling or looking your best?
Want to workout pr get a training but don't want to go to a big box gym?

Come Visit FitSquad Studios. We've been practicing Social… https://t.co/hEV4xIlxny",https://twitter.com/TrainwithMoses/status/1286278521854164992,Sat Jul 11 05:14:38 +0000 2009,TrainwithMoses,False,"Founder/Owner of MC Healthcare, Inc. & Fitsquad Studios & Executive Producer of Pole Dance America",397,622,19,13,1240 Metropolitan Parkway SW,TrainingwithMoses,TrainwithMoses,13899,,https://www.mchealthcareinc.org/trainingwithmoses,False
290,"-84.38666184,33.7819276",Thu Jul 23 14:20:35 +0000 2020,morningthoughts mensstyle suitsupply tailored,,https://www.instagram.com/p/CC_Nv1qnmC0/?igshid=1wcet27qm7swh,1,1286305213457010688,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Thankful to Covid for showing me how many of my relationships were based on convenience. 💯
.
Sincerely, JM | #morningthoughts #mensstyle #suitsupply #tailored by @l_embellished @ The Consulate Atlanta https://t.co/crOh7EHBnu",https://twitter.com/JesseMillsBrand/status/1286305213457010688,Mon Jun 23 05:28:18 +0000 2008,JesseMillsBrand,False,I empower businesses to brand brilliantly on social media @TheChoiceLLC | tags: #socialmediamanager #socialmediaexpert #culture,645,3073,524,117,Atlanta | Miami,Jesse Mills,JesseMillsBrand,21577,,http://thechoiceconsulting.com,False
292,"-84.5327447,33.9487145",Thu Jul 23 14:35:12 +0000 2020,princehall inspiration rap ambition hiphop stayhome concerttime,,https://myafton.com/PrinceHall https://www.instagram.com/p/CC_PYaQFDy0/?igshid=1c0ig5wv08r5q,0,1286308891878449152,,,,en,"Marietta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Prince Hall: Sicker Than COVID July 25th 8:30 get your tickets today ⁣ https://t.co/iDzzgug4uV link in the bio 
.⁣
.⁣
.⁣
.⁣
.⁣
#princehall #inspiration #rap #ambition #hiphop #stayhome #concerttime… https://t.co/qsr6te1yoH",https://twitter.com/PrinceHall_PH/status/1286308891878449152,Sat Jan 07 06:42:46 +0000 2012,PrinceHall_PH,False,Prince Hall is one of Hip-Hop’s new innovative and gifted lyricists. Rapper/Songwriter check out my music,579,1268,1791,10,"Atlanta, GA",Prince Hall,PrinceHall_PH,3169,,https://linktr.ee/princehall_ph,False
333,"-84.32733442,33.84175598",Thu Jul 23 15:05:26 +0000 2020,,,https://www.instagram.com/p/CC_S4adlMvF/?igshid=1d318t8k0dail,0,1286316499112800256,,,,en,"Brookhaven, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",COVID-19 stinks! We are so sorry to announce that one of our members possibly to have Tested positive for COVID-19. Any members that trained on last Wednesday please get in touch with us so we can update you. Do you… https://t.co/cIdwP1hWwf,https://twitter.com/tmosstheboss/status/1286316499112800256,Thu May 13 01:21:28 +0000 2010,tmosstheboss,False,"CEO Buckhead Fight Club, CEO Corporate Fight Night, 2015 Hall of Fame, WIBA/WIBF World Champion, Guinness World Record",762,1002,320,21,Atlanta GA USA,Terri Moss,tmosstheboss,7824,,http://buckheadfightclub.com,False
347,"-84.1937422,33.7548343",Thu Jul 23 15:38:47 +0000 2020,nationaldivaday,,https://www.instagram.com/p/CC_WslChtt2/?igshid=v5mc6z2d4qy5,0,1286324890874908672,,,,en,"Redan, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",The most wonderful time of the year is here! Countdown to #nationaldivaday I am trying not to be upset because I know where I wanna go for my birthday and covid is pissing all over my plans! But either way I’m gonna… https://t.co/LSv9tpD9V3,https://twitter.com/Tiwaina/status/1286324890874908672,Mon Mar 09 03:05:31 +0000 2009,Tiwaina,False,All you need to know is I'm not a heaux....and to get with me you better be Chief Lotsa Dough!!! There's nothing not to love about me!,2114,900,1694,24,"Stone Mountain, GA",LaToya Walton,Tiwaina,38006,,http://www.facebook.com/tiwaina,False
372,"-81.13856,32.00128",Thu Jul 23 17:00:48 +0000 2020,,,https://www.instagram.com/p/CC_fg-AAYfq/?igshid=1nij5wh0wyc3a,0,1286345530575069184,,,,en,"Savannah, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",From the Barbershop to COVID-19 Testing!!🤧😷👃🏿👀 @ Kingdom Life Christian Fellowship Savannah https://t.co/M3sldYNDD8,https://twitter.com/AphiA2017/status/1286345530575069184,Wed Jun 10 07:40:44 +0000 2020,AphiA2017,False,,3,6,2,0,,"Robert R. Jordan, Jr.",AphiA2017,201,,,False
467,"-84.36963964,33.78905508",Thu Jul 23 19:26:06 +0000 2020,,,https://www.instagram.com/p/CC_wthTH7-Y/?igshid=1bjx85986l5wn,0,1286382097138032640,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Better exercise, kindness,and ENDORPHINS.  I’ll help with that and more. I provide an exceptional value. Period. The Covid-19 crisis, shutdown means I have greater availability for new clients. @ Urban Body Fitness https://t.co/cHEiTF7kts",https://twitter.com/edwardstoneATL/status/1286382097138032640,Fri May 16 14:10:42 +0000 2014,edwardstoneATL,False,"Certified Fitness Trainer. Majority of tweets are political, philosophical vents. I'm humbled often, always learning, striving for a better me+world.✍️💪😃",6631,113,384,2,"Atlanta, Georgia",EdwardStoneATL,edwardstoneATL,4169,,https://www.facebook.com/pages/Edward/Stone-Rocks-Harder-Bodies/413344292068162,False
497,"-84.3889,33.7566",Thu Jul 23 19:53:21 +0000 2020,,,https://www.instagram.com/p/CC_z1MKFv7O/?igshid=1svcaq8rp29v9,0,1286388955857002496,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","We all miss Beau’s golf lessons. We’re still social distancing so I’m currently trying to find ways to keep the children engaged and have a little sense of normalcy while still being safe. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀… https://t.co/6UdChVwWRF",https://twitter.com/its_elmm/status/1286388955857002496,Wed May 06 02:39:07 +0000 2009,its_elmm,False,JesusChaser🙌🏾🙏🏾Wife👰🏾💍 Mother👦🏽👧🏽Homeschool 📚ATL Real Estate🏡Blogger 💻 https://t.co/BxZjKG0lEq,70,81,166,0,Atlanta GA,Ashley Raines,its_elmm,621,,https://www.youtube.com/channel/UCjAWIsrF3QX9qhhp83V7cbg,False
616,"-84.44088219,33.90049384",Fri Jul 24 00:12:53 +0000 2020,Faith Family FoodAtROTR Atlanta,,https://www.instagram.com/p/CDARh_4l3oW/?igshid=1xuhdsnsfw4pe,1,1286454268652924928,,,,en,"Sandy Springs, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#Faith #Family #FoodAtROTR When, why and how to wear a mask during this pandemic;    the why keeping friends that are like family healthy as well as yourself #Atlanta @ Ray's on the River https://t.co/1mtGWSLLnU",https://twitter.com/CPAMobley/status/1286454268652924928,Mon Apr 06 14:06:37 +0000 2009,CPAMobley,False,CPA Florida State University1983. Past Chair Florida State Univ Alumni Ass Nat'l Board05-06/Past President WarrickDunnCharities 11-13 & Current Treasurer 2016-,32006,1754,2849,76,"Atlanta, Georgia",David D Mobley JrCPA,CPAMobley,46987,,http://www.CBH.com,False
633,"-85.1806,34.2604",Thu Jul 23 23:15:12 +0000 2020,tbt Counterpoint,,https://www.instagram.com/p/CDAK7cynk7u/?igshid=ky5e6r4mqdt,0,1286439753123090432,,,,en,"Rome, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Worst part of a pandemic, puts a hold on music festivals #tbt take us @afrhodisiac22 and I back to #Counterpoint @ Rome, Georgia https://t.co/zIEbO4CY7K",https://twitter.com/Rioontheradio/status/1286439753123090432,Sun Oct 26 03:54:45 +0000 2008,Rioontheradio,False,"God's child, husband, brother, son to South American parents, free agent radio professional and #Houston sports nerd, RTs are not endorsements ya dig?",5798,6969,6892,84,"Houston, TX",Rio,Rioontheradio,36676,,,False
670,"-84.3377,33.9285",Fri Jul 24 01:37:41 +0000 2020,,,http://untp.beer/s/c921323978,0,1286475610961969152,,,,en,"Dunwoody, GA",False,0,,,"<a href=""https://untappd.com"" rel=""nofollow"">Untappd</a>","Social distancing. 300/... - Drinking a Kitten Biscuit by @WilmBrewingCo @ Dunwoody, GA  — https://t.co/sfM9YM3dcY",https://twitter.com/beerlivin0470/status/1286475610961969152,Sat Mar 19 13:45:54 +0000 2011,beerlivin0470,False,,7024,40,426,6,"Dunwoody, GA",Jason Mitchell,beerlivin0470,5694,,,False
677,"-81.3697,31.1503",Fri Jul 24 01:38:05 +0000 2020,,,https://www.instagram.com/p/CDAMCjDs-NU/?igshid=tlrmao7hph6z,0,1286475710920417280,,,,en,"St Simons, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",For sale! 1974 cottage style condo villa 🏡 and 2001 Chevy Roadtrek 🚌 under ancient oaks draped in Spanish moss on an island 🌴photo taken in February then the next month the global pandemic had them quarantine 2020… https://t.co/gt7aDIBaAw,https://twitter.com/theveganpsychic/status/1286475710920417280,Thu Nov 13 07:00:04 +0000 2008,theveganpsychic,False,𝚆𝚒𝚝𝚌𝚑 𝚑𝚊𝚝 𝚘𝚙𝚝𝚒𝚘𝚗𝚊𝚕,1206,3939,597,118,Planet Earth,𝓢𝓸𝓹𝓱𝓲𝓮 Ⓥ,theveganpsychic,24206,,http://www.instagram.com/theveganpsychic,False
866,"-84.9954,32.46191",Wed Apr 15 20:25:05 +0000 2020,openoutsideagain,,https://www.instagram.com/p/B_A8wtYJ91r/?igshid=qm86x89pwty0,4,1250520541552926720,,,,en,"Columbus, GA",True,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Oh hey Miss Corona Bernice Jackson.....👋👋👋👋👋👋👋👋👋👋 #openoutsideagain🙏🏾 @ Columbus, Georgia Convention &amp; Trade Center https://t.co/LqL9GaR154",https://twitter.com/itzjdblackstone/status/1250520541552926720,Sat Feb 01 02:24:18 +0000 2020,itzjdblackstone,False,"It’s Me! My Page, My Way! Model. Entertainer. True Freak. Enjoy the View! To Book Me hit: @DiamondKesawn dkp@diamondkesawn.com.",1613,25114,1220,37,"Vine City, Atlanta",J. D. Blackstone,itzjdblackstone,791,,https://onlyfans.com/itzjdblackstone,False
1198,"-84.5406,33.9534",Fri May 29 16:10:18 +0000 2020,SocialJustice ReThinking ReGrouping ReChurching,,https://www.instagram.com/p/CAxylCmAyJa/?igshid=1f9odgk3d62w2,0,1266401491247489024,,,,en,"Marietta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","If you’re UNDER 40? Join me! 👍🏽

It’s gonna be 🔥 I got a lot to say about the future of COGIC in the era of COVID 19, and challenge your generation!!! #SocialJustice #ReThinking #ReGrouping #ReChurching… https://t.co/YX4LcJkUqq",https://twitter.com/MLBK2C/status/1266401491247489024,Thu Jan 29 20:50:38 +0000 2009,MLBK2C,False,John Maxwell Certified Coach. Author: Becoming Distinctively You!  CEO Blue  Water Leadership Network,551,945,304,8,"Marietta, GA",Matthew Brown,MLBK2C,3476,,http://www.mlbministries.com,False
1283,"-84.3889,33.7566",Fri May 29 20:39:59 +0000 2020,MaskOnCollection CalientéMask Shop linkinbio Covid19 CoronaVirus ProtectiveMasks DCTStyles DCTme,,http://www.DCTStyles.com https://www.instagram.com/p/CAyRcgAl_Id/?igshid=1fintbxclf1p4,0,1266469359167385600,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#MaskOnCollection
#CalientéMask

All of our masks come with a **BONUS** PM2.5 Filter!!!
#Shop
😷https://t.co/eFypuCLnFj😷

What color do you want??

 #linkinbio #Covid19 #CoronaVirus #ProtectiveMasks #DCTStyles #DCTme… https://t.co/2bMv9Ra7KA",https://twitter.com/DCT_Styles/status/1266469359167385600,Tue Nov 04 02:11:29 +0000 2014,DCT_Styles,False,"Fashion Stylist
IG: @DCT_Styles WEBSITE:https://t.co/cRM4PomtnK",430,138,58,10,"Atlanta, GA",DCT Styles,DCT_Styles,815,,http://www.facebook.com/DCTStyles,False
1352,"-84.39480809,33.75780266",Sat May 30 00:07:27 +0000 2020,atlanta atlanta covid_19 coronavirus blacklivesmatter nopeacenojustice riotsinatlanta,,https://www.instagram.com/p/CAypL59A1tk/?igshid=1xs3b5hbviyph,2,1266521569964130304,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Sad day in #atlanta 🦠😳😢 Riots in the streets cnn #atlanta - post Covid19 Corona Virus world - tension in the streets #covid_19 #coronavirus #blacklivesmatter #nopeacenojustice #riotsinatlanta @ CNN Center https://t.co/HiHFde3KIK,https://twitter.com/abcvision/status/1266521569964130304,Thu Aug 09 17:16:49 +0000 2012,abcvision,False,"Writer, Thinker, & Lover- #Latino Political Scientist - #author #socialmedia #influencer #ATLevents #reviews #warEagle #montblanc 🖋 user #ideas",24875,16274,1023,426,"Atlanta, Georgia USA",Dr Wilson Triviño,abcvision,55627,,http://tinyurl.com/jz85n9j,False
1363,"-84.39480809,33.75780266",Fri May 29 23:35:36 +0000 2020,atlanta covid_19 coronavirus blacklivesmatter nopeacenojustice riotsinAtlanta,,https://www.instagram.com/p/CAylinKgtyE/?igshid=42cwncuqnlyk,0,1266513554049503232,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",🦠😳😢 Riots in the streets cnn #atlanta - post Covid19 Corona Virus world - tension in the streets #covid_19 #coronavirus #blacklivesmatter #nopeacenojustice #riotsinAtlanta @ CNN Center https://t.co/vZODIv8FMA,https://twitter.com/abcvision/status/1266513554049503232,Thu Aug 09 17:16:49 +0000 2012,abcvision,False,"Writer, Thinker, & Lover- #Latino Political Scientist - #author #socialmedia #influencer #ATLevents #reviews #warEagle #montblanc 🖋 user #ideas",24875,16274,1023,426,"Atlanta, Georgia USA",Dr Wilson Triviño,abcvision,55627,,http://tinyurl.com/jz85n9j,False
1423,"-84.3658,33.6197",Sat May 30 01:35:02 +0000 2020,,,https://www.instagram.com/p/CAyzNTGByWa/?igshid=1nggxp5ebxaca,0,1266543611354787840,,,,en,"Forest Park, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Covid-19 can't separate us!
Praising God for 12 blessed years of marriage! Hallelujah!
Surrounded by beautiful smelling roses and so excited that my new rose bush is starting to bloom!
12, the number of God's order,… https://t.co/KwqxKSCtLp",https://twitter.com/KarenBrandee/status/1266543611354787840,Tue Nov 27 21:58:13 +0000 2012,KarenBrandee,False,Inspirational CCM-Gospel Recording Artist,251,32,195,0,"Forest Park, GA",KAREN-BRANDEE,KarenBrandee,1321,,http://www.karen-brandee.com,False
1430,"-84.3889,33.7566",Sat May 30 02:05:17 +0000 2020,Like follow greatthingsatlanta atlanta covid_19 food atlantaclubs atlantafood atlantafoodies covid blackrights,,https://www.instagram.com/p/CAy2rJCDnaG/?igshid=j0plfl0a13fb,0,1266551224230449152,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",From @keishabottoms Like and follow @great_atlanta FOR ALL GREAT THINGS ATLANTA!!! #Like and #follow #greatthingsatlanta #atlanta #covid_19 #food #atlantaclubs #atlantafood #atlantafoodies #covid #blackrights… https://t.co/wyBvoWSoLY,https://twitter.com/great_atlanta/status/1266551224230449152,Fri May 01 17:40:29 +0000 2020,great_atlanta,False,The city of Atlanta Things to do🌺🏀🏌🏼🏝 Places to eat🥂🍔🍻🍹 People to see🎼🎟🎫🏆 Places to visit🏝🎡🐳 Get the Atlanta Vibe⭐️🍑🍾🏟 #greatthingsatlanta,5,2,0,0,"Atlanta, GA",GreatThingsAtlanta,great_atlanta,354,,,False
1741,"-84.3889,33.7566",Wed Apr 29 13:28:33 +0000 2020,covid_19 coronavirus reopenamerica mfs,,https://www.instagram.com/p/B_kP6rwAjIa/?igshid=1wmlwewl6mb3m,0,1255489147365724160,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Man that #covid_19 #coronavirus got me fuck up y’all stay safe #reopenamerica an die #mfs @ Atlanta, Georgia https://t.co/uKy6rUP7XK",https://twitter.com/realstr8rich/status/1255489147365724160,Fri Jan 11 04:13:39 +0000 2013,realstr8rich,False,dj str8rich Producer/Manager Ig/sc @str8rich #GeorgeFloyd let us change the world together ✊🏾✊🏻 under one ❤️ #blacklivesmatter,1269,313,490,0,"Atlanta, GA",str8rich,realstr8rich,1924,,https://youtu.be/Fs-Af7HJ7uA,False
1746,"-84.3889,33.7566",Wed Apr 29 14:22:49 +0000 2020,covid19,,https://www.instagram.com/p/B_kWb1ZAOF1/?igshid=o1srdyw7o8u7,0,1255502806351519744,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Share this post if #covid19 is affecting u and yours. @ Atlanta, Georgia https://t.co/yXTHTCjyJl",https://twitter.com/_damnsuave/status/1255502806351519744,Sat Jun 01 14:56:53 +0000 2013,_damnsuave,False,Producer / Engineer credits: Quality Control | Slaughter Gang etc,154,274,26,9,"Atlanta, Ga",Suavetheproducer,_damnsuave,1380,,https://unitedmasters.com/suave-the-producer,False
1886,"-84.3889,33.7566",Wed Apr 29 17:38:13 +0000 2020,,,https://www.instagram.com/p/B_ksy1ZhiV6/?igshid=t0ib92b4oj0a,0,1255551980623159296,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","What's in my Green Tea in Phase 1 of the COVID-19 Re-openings, is Jalapeno and Rosemary for ""Anti-inflammatory"" effects towards Arthritis! Sweetened with Honey. The miles of Cardio and Lower Body training will be… https://t.co/VqMjpqNTwL",https://twitter.com/CJGPress/status/1255551980623159296,Mon Nov 24 19:42:14 +0000 2014,CJGPress,False,"Fitness Entrepreneur & Jounalist. 
03' MLB Draft (Mariners), 07' NFL Draft (Eagles).
Government Benefited, Athletic Educated, Professional Development, always.",38,26,156,3,"Atlanta, GA",CJ Gaddis,CJGPress,35,,http://Instagram.com/cjgcpt,False
1935,"-84.3889,33.7566",Wed Apr 29 19:02:15 +0000 2020,coronavirus growingpains,,https://youtu.be/IwcXIpNZIRY https://www.instagram.com/p/B_k2HoipArR/?igshid=2mzxyclnw7fu,1,1255573125028347904,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Well if you’re bored or just need a new song to wash your hands to since we’re all doing it a lot more because of #coronavirus, check out my cover of #growingpains by @alessiacara. https://t.co/IipFlQlvev @… https://t.co/X1pljYQsto",https://twitter.com/MarcoLostBoy96/status/1255573125028347904,Thu Dec 29 22:23:25 +0000 2011,MarcoLostBoy96,False,Just another kid with an opinion for your entertainment and world knowledge. Bored? Bet I can fix it. Follow me @itsizzylee on Tik Tok/Musical.ly. AXP Bro.,1504,203,517,2,Everywhere,Isaiah Hamilton,MarcoLostBoy96,838,,https://www.youtube.com/channel/UCrMOBNPCfpv9uBQAncl6ZRw,False
1945,"-84.3889,33.7566",Wed Apr 29 20:56:51 +0000 2020,fashiontips fashioneditor tattoo fashionschool fashionconnery fashionmen fashionmens fashionmenswear menwithclass,,https://www.instagram.com/p/B_lDhvzD00j/?igshid=1f90wf8kgp1f9,0,1255601968698888192,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Keeping swaggy during the Age of Covid
.
.
.
#fashiontips #fashioneditor #tattoo #fashionschool #fashionconnery #fashionlifestyles#menfashionblogger #fashionmen #fashionmens #fashionmenswear #menwithclass… https://t.co/8Dcy8E0hvy",https://twitter.com/SirSqueezus/status/1255601968698888192,Thu Sep 28 03:37:25 +0000 2017,SirSqueezus,False,Aⓣⓛⓐⓝⓣⓐ | Sⓣⓨⓛⓔ Cⓞⓝⓢⓤⓛⓣⓐⓝⓣ /ꜱᴛʀᴇᴇᴛ ɴɪɴᴊᴀ,88,62,189,0,"Atlanta, GA",𝓗𝓸𝓵𝓵𝔂𝔀𝓸𝓸𝓭𝓼𝓺𝓾𝓮𝓮𝔃𝔂,SirSqueezus,314,,,False
1994,"-84.22236621,34.04883258",Wed Apr 29 21:34:42 +0000 2020,uvsanitizer COVID19 thebestinthebusiness iPhoneRepair Alpharetta CURBSIDE behindthesences,,https://www.instagram.com/p/B_lH2qwpVDV/?igshid=6psuy7yd3cje,0,1255611490758844416,,,,en,"Johns Creek, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#uvsanitizer @pcemt247 to keep our employees and our customers safe from #COVID19 - Come see why we are #thebestinthebusiness for #iPhoneRepair in #Alpharetta - #CURBSIDE CHECK INS start at 11am! #behindthesences @… https://t.co/t14HGLWa1K,https://twitter.com/pcemt247/status/1255611490758844416,Tue May 05 15:18:16 +0000 2009,pcemt247,False,"We are comprised of IT Professionals with over 30 years of combined experience in Computer Repair, iPhone & iPad Repair & Cell Phone repairs and much more.",8,340,861,2,"Alpharetta, GA",PC EMT Computer & Smartphone Repairs,pcemt247,938,,http://www.pcemt247.com,False
1997,"-81.7792,32.4451",Wed Apr 29 21:50:23 +0000 2020,,,https://www.instagram.com/p/B_lJp4NhKFq/?igshid=itfm1u5iaa0b,0,1255615437901107200,,,,en,"Statesboro, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Today was a special day for my client and friends Mira and Tek. They purchased their first home! It’s nice to be able to share some positive news in the midst for this couple in the midst of Covid-19. It takes a… https://t.co/gS4UDekybR,https://twitter.com/debsellsGAhomes/status/1255615437901107200,Mon Feb 20 17:35:46 +0000 2012,debsellsGAhomes,False,"Realtor with Great GA Realty.  I love helping my clients accomplish their real estate dreams. A wife, mom and grandmother.",118,205,163,7,"Statesboro, GA",Debbie Hagan,debsellsGAhomes,739,,http://www.greatgahomes4sale.com,False
2079,"-83.6271,32.8376",Thu Apr 30 00:44:28 +0000 2020,,,https://www.instagram.com/p/B_ldVvXDx6O/?igshid=bbilcmy7rios,0,1255659249528520704,,,,en,"Macon, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","IMPORTANT NOTICE:  
This year’s Macon the Stage event: Bourbon, BBQ &amp; Blues, scheduled for June 5-6 and held at the Douglass Theatre, has been cancelled. Due to the associated uncertainties of the COVID-19 pandemic,… https://t.co/ndop3xgfyt",https://twitter.com/boss_see/status/1255659249528520704,Mon Jan 25 16:34:28 +0000 2010,boss_see,False,"BOSS SEE is community personality of Land Mindz Inc, a 501 (c)3 public charity.  His name means Be Original, Stop Stereotyping & Start Empowering, Encouraging.",40,80,137,0,"Richmond, VA & Macon, GA",Shelton LAND,boss_see,154,,http://www.landmindz.org,False
2081,"-84.3889,33.7566",Thu Apr 30 00:08:31 +0000 2020,COVID19,,https://www.instagram.com/p/B_lZdZdptz3/?igshid=7f8jgpukxs0k,0,1255650199407480832,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",I’d like to keep my business going through this #COVID19 pandemic. I am an activist and I do a lot of community work and events. My business has been frozen for two months now. I need all my friends to sow into my… https://t.co/LKDxiJ29YX,https://twitter.com/WassupNATL2/status/1255650199407480832,Wed Apr 07 07:47:56 +0000 2010,WassupNATL2,False,"September 4th, 5th & 6th Midnight til 6am
Nasty Boy Pass 3 Events For $33
Big Ol Freaks ~ Friday 9/4
Gladiators ~ Saturday 9/5
Redemption ~ Sunday 9/6
buy now @",190,5662,2797,23,24 Hour Info: 404.635.6080,"The Ultimate Three Sum Dancers, Models & Porn Star",WassupNATL2,47771,,https://wassupnatl.com/,False
2159,"-84.5406,33.9534",Thu Apr 30 01:39:17 +0000 2020,,,https://www.instagram.com/p/B_lj1-5nZs0/?igshid=1cebmq6luib73,0,1255673042484764672,,,,en,"Marietta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","So grateful for our deacons @roswellstreetbc ! Every Weds evening we meet for prayer, encouragement &amp; planning. I always feel refreshed &amp; empowered as we together face the coronavirus crisis. Much prayerful planning… https://t.co/EM31bdxWdM",https://twitter.com/RoswellStPastor/status/1255673042484764672,Wed Jun 09 12:00:12 +0000 2010,RoswellStPastor,False,"Lead Pastor @roswellstreetbc in Marietta, Ga. Married to @MikeandLili & blessed w 3 amazing daughters @Charity_ana @faithieladie @Hope_4_America",1878,3696,1895,58,"Marietta, GA",Michael Lewis,RoswellStPastor,16656,,http://mlewis.pastorforpastorsblog.com,False
2475,"-82.03020029,33.4876499",Sun Jul 12 14:05:35 +0000 2020,,,https://www.instagram.com/p/CCi3SZNHGKJ/?igshid=1qt179gvfdii8,4,1282315168127557632,,,,en,"Augusta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Should be in Hawaii...
But we have so much to be thankful for and there is no one I would rather have spent the last 17 years with than you!!!Happy Covid Style Anniversary @bethany_gantt @ Bodega   Ultima https://t.co/0y1CrYxC1W",https://twitter.com/pgantt1/status/1282315168127557632,Thu Feb 11 16:28:21 +0000 2010,pgantt1,False,"Bethany's Husband/ Walker, Belle, and Holland Jane's Dad/ #dawgs #braves #golf",1911,175,168,10,"Evans, GA",Patrick Gantt,pgantt1,3813,,http://compassion.com,False
